Tiempo ( s )	Fuerza (empuje positivo) ( N )
53,2160	0,000
53,2170	0,000
53,2180	-0,029
53,2190	-0,029
53,2200	0,000
53,2210	0,000
53,2220	0,000
53,2230	0,000
53,2240	0,000
53,2250	-0,029
53,2260	0,000
53,2270	-0,029
53,2280	0,000
53,2290	-0,029
53,2300	0,000
53,2310	-0,029
53,2320	0,000
53,2330	-0,029
53,2340	-0,029
53,2350	-0,029
53,2360	-0,029
53,2370	-0,029
53,2380	-0,029
53,2390	-0,029
53,2400	-0,029
53,2410	-0,029
53,2420	-0,029
53,2430	-0,029
53,2440	-0,029
53,2450	-0,029
53,2460	-0,029
53,2470	-0,029
53,2480	-0,029
53,2490	-0,029
53,2500	-0,029
53,2510	-0,029
53,2520	-0,029
53,2530	-0,029
53,2540	-0,029
53,2550	-0,029
53,2560	-0,029
53,2570	-0,029
53,2580	-0,029
53,2590	-0,029
53,2600	-0,029
53,2610	-0,029
53,2620	-0,029
53,2630	-0,029
53,2640	-0,029
53,2650	-0,029
53,2660	-0,029
53,2670	-0,029
53,2680	-0,029
53,2690	-0,029
53,2700	-0,029
53,2710	-0,029
53,2720	-0,029
53,2730	-0,029
53,2740	-0,058
53,2750	-0,029
53,2760	-0,029
53,2770	-0,029
53,2780	-0,029
53,2790	-0,029
53,2800	-0,029
53,2810	-0,058
53,2820	-0,058
53,2830	-0,058
53,2840	-0,058
53,2850	-0,058
53,2860	-0,029
53,2870	-0,058
53,2880	-0,058
53,2890	-0,029
53,2900	-0,058
53,2910	-0,058
53,2920	-0,058
53,2930	-0,058
53,2940	-0,029
53,2950	-0,058
53,2960	-0,029
53,2970	-0,029
53,2980	-0,058
53,2990	-0,058
53,3000	-0,058
53,3010	-0,029
53,3020	-0,029
53,3030	-0,058
53,3040	-0,058
53,3050	-0,058
53,3060	-0,058
53,3070	-0,058
53,3080	-0,058
53,3090	-0,058
53,3100	-0,058
53,3110	-0,058
53,3120	-0,058
53,3130	-0,058
53,3140	-0,058
53,3150	-0,029
53,3160	-0,058
53,3170	-0,058
53,3180	-0,058
53,3190	-0,058
53,3200	-0,058
53,3210	-0,029
53,3220	-0,058
53,3230	-0,058
53,3240	-0,058
53,3250	-0,058
53,3260	-0,058
53,3270	-0,058
53,3280	-0,058
53,3290	-0,058
53,3300	-0,058
53,3310	-0,058
53,3320	-0,058
53,3330	-0,058
53,3340	-0,029
53,3350	-0,029
53,3360	-0,058
53,3370	-0,058
53,3380	-0,058
53,3390	-0,029
53,3400	-0,058
53,3410	-0,058
53,3420	-0,058
53,3430	-0,058
53,3440	-0,058
53,3450	-0,058
53,3460	-0,058
53,3470	-0,029
53,3480	-0,029
53,3490	-0,058
53,3500	-0,029
53,3510	-0,058
53,3520	-0,029
53,3530	-0,058
53,3540	-0,058
53,3550	-0,029
53,3560	-0,058
53,3570	-0,058
53,3580	-0,058
53,3590	-0,058
53,3600	-0,058
53,3610	-0,029
53,3620	-0,029
53,3630	-0,058
53,3640	-0,029
53,3650	-0,029
53,3660	-0,058
53,3670	-0,058
53,3680	-0,058
53,3690	-0,058
53,3700	-0,029
53,3710	-0,029
53,3720	-0,029
53,3730	-0,029
53,3740	-0,029
53,3750	-0,029
53,3760	-0,029
53,3770	-0,029
53,3780	-0,058
53,3790	-0,029
53,3800	-0,058
53,3810	-0,029
53,3820	-0,029
53,3830	-0,029
53,3840	-0,029
53,3850	-0,029
53,3860	-0,029
53,3870	-0,058
53,3880	-0,029
53,3890	-0,029
53,3900	-0,029
53,3910	-0,058
53,3920	-0,029
53,3930	-0,029
53,3940	-0,029
53,3950	-0,058
53,3960	-0,029
53,3970	-0,029
53,3980	-0,029
53,3990	-0,029
53,4000	-0,029
53,4010	-0,029
53,4020	-0,029
53,4030	-0,029
53,4040	-0,029
53,4050	-0,029
53,4060	-0,029
53,4070	-0,029
53,4080	-0,029
53,4090	-0,029
53,4100	-0,058
53,4110	-0,029
53,4120	-0,029
53,4130	-0,029
53,4140	-0,029
53,4150	-0,029
53,4160	0,000
53,4170	-0,029
53,4180	-0,029
53,4190	-0,029
53,4200	-0,029
53,4210	-0,029
53,4220	-0,029
53,4230	-0,029
53,4240	-0,029
53,4250	0,000
53,4260	-0,029
53,4270	0,000
53,4280	-0,029
53,4290	-0,029
53,4300	0,000
53,4310	0,000
53,4320	-0,029
53,4330	-0,029
53,4340	0,000
53,4350	-0,029
53,4360	-0,029
53,4370	0,000
53,4380	-0,029
53,4390	-0,029
53,4400	-0,029
53,4410	0,000
53,4420	0,000
53,4430	0,000
53,4440	0,000
53,4450	0,000
53,4460	-0,029
53,4470	0,000
53,4480	-0,029
53,4490	0,000
53,4500	0,000
53,4510	0,000
53,4520	0,000
53,4530	0,000
53,4540	-0,029
53,4550	0,000
53,4560	0,000
53,4570	0,000
53,4580	0,000
53,4590	0,000
53,4600	0,000
53,4610	0,000
53,4620	0,000
53,4630	0,000
53,4640	0,000
53,4650	0,000
53,4660	0,000
53,4670	0,000
53,4680	0,000
53,4690	0,000
53,4700	0,000
53,4710	0,000
53,4720	0,000
53,4730	0,000
53,4740	0,000
53,4750	0,000
53,4760	0,000
53,4770	0,000
53,4780	0,000
53,4790	0,000
53,4800	0,029
53,4810	0,000
53,4820	0,029
53,4830	0,000
53,4840	0,000
53,4850	0,029
53,4860	0,000
53,4870	0,000
53,4880	0,000
53,4890	0,000
53,4900	0,000
53,4910	0,000
53,4920	0,000
53,4930	0,000
53,4940	0,000
53,4950	0,000
53,4960	0,000
53,4970	0,000
53,4980	0,029
53,4990	0,000
53,5000	0,000
53,5010	0,029
53,5020	0,000
53,5030	0,000
53,5040	0,000
53,5050	0,029
53,5060	0,000
53,5070	0,000
53,5080	0,029
53,5090	0,029
53,5100	0,000
53,5110	0,029
53,5120	0,000
53,5130	0,029
53,5140	0,000
53,5150	0,000
53,5160	0,029
53,5170	0,029
53,5180	0,029
53,5190	0,029
53,5200	0,029
53,5210	0,029
53,5220	0,029
53,5230	0,029
53,5240	0,029
53,5250	0,000
53,5260	0,000
53,5270	0,000
53,5280	0,029
53,5290	0,029
53,5300	0,000
53,5310	0,029
53,5320	0,029
53,5330	0,029
53,5340	0,029
53,5350	0,029
53,5360	0,000
53,5370	0,029
53,5380	0,029
53,5390	0,029
53,5400	0,029
53,5410	0,000
53,5420	0,000
53,5430	0,029
53,5440	0,029
53,5450	0,029
53,5460	0,029
53,5470	0,000
53,5480	0,029
53,5490	0,029
53,5500	0,000
53,5510	0,000
53,5520	0,029
53,5530	0,029
53,5540	0,000
53,5550	0,029
53,5560	0,000
53,5570	0,000
53,5580	0,029
53,5590	0,029
53,5600	0,029
53,5610	0,000
53,5620	0,000
53,5630	0,000
53,5640	0,029
53,5650	0,029
53,5660	0,000
53,5670	0,000
53,5680	0,000
53,5690	0,000
53,5700	0,000
53,5710	0,000
53,5720	0,000
53,5730	0,000
53,5740	0,000
53,5750	0,029
53,5760	0,000
53,5770	0,000
53,5780	0,000
53,5790	0,000
53,5800	0,000
53,5810	0,000
53,5820	0,000
53,5830	0,029
53,5840	0,000
53,5850	0,000
53,5860	0,000
53,5870	0,000
53,5880	0,000
53,5890	0,000
53,5900	0,029
53,5910	0,000
53,5920	0,000
53,5930	0,000
53,5940	0,000
53,5950	0,000
53,5960	0,000
53,5970	-0,029
53,5980	0,000
53,5990	0,000
53,6000	0,000
53,6010	0,000
53,6020	0,000
53,6030	0,000
53,6040	0,000
53,6050	0,000
53,6060	0,000
53,6070	0,000
53,6080	-0,029
53,6090	0,000
53,6100	0,000
53,6110	0,000
53,6120	0,000
53,6130	0,000
53,6140	0,000
53,6150	0,000
53,6160	0,000
53,6170	0,000
53,6180	0,000
53,6190	-0,029
53,6200	0,000
53,6210	0,000
53,6220	0,000
53,6230	0,000
53,6240	-0,029
53,6250	-0,029
53,6260	0,000
53,6270	0,000
53,6280	-0,029
53,6290	-0,029
53,6300	0,000
53,6310	-0,029
53,6320	0,000
53,6330	-0,029
53,6340	-0,029
53,6350	-0,029
53,6360	-0,029
53,6370	0,000
53,6380	0,000
53,6390	-0,029
53,6400	-0,029
53,6410	-0,029
53,6420	-0,029
53,6430	-0,029
53,6440	-0,029
53,6450	-0,029
53,6460	-0,029
53,6470	-0,029
53,6480	0,000
53,6490	-0,029
53,6500	-0,029
53,6510	-0,029
53,6520	-0,029
53,6530	0,000
53,6540	-0,029
53,6550	-0,029
53,6560	0,000
53,6570	-0,029
53,6580	-0,029
53,6590	-0,029
53,6600	-0,029
53,6610	-0,029
53,6620	-0,029
53,6630	-0,029
53,6640	-0,029
53,6650	-0,029
53,6660	-0,029
53,6670	-0,029
53,6680	-0,029
53,6690	-0,029
53,6700	-0,058
53,6710	-0,029
53,6720	-0,029
53,6730	-0,029
53,6740	-0,058
53,6750	-0,029
53,6760	-0,029
53,6770	-0,029
53,6780	-0,029
53,6790	-0,029
53,6800	-0,029
53,6810	-0,029
53,6820	-0,029
53,6830	-0,029
53,6840	-0,029
53,6850	-0,029
53,6860	-0,058
53,6870	-0,029
53,6880	-0,029
53,6890	-0,058
53,6900	-0,029
53,6910	-0,058
53,6920	-0,058
53,6930	-0,029
53,6940	-0,029
53,6950	-0,029
53,6960	-0,058
53,6970	-0,029
53,6980	-0,058
53,6990	-0,029
53,7000	-0,058
53,7010	-0,029
53,7020	-0,058
53,7030	-0,058
53,7040	-0,029
53,7050	-0,058
53,7060	-0,029
53,7070	-0,058
53,7080	-0,029
53,7090	-0,029
53,7100	-0,058
53,7110	-0,058
53,7120	-0,029
53,7130	-0,058
53,7140	-0,058
53,7150	-0,058
53,7160	-0,058
53,7170	-0,058
53,7180	-0,029
53,7190	-0,058
53,7200	-0,029
53,7210	-0,058
53,7220	-0,058
53,7230	-0,058
53,7240	-0,029
53,7250	-0,029
53,7260	-0,058
53,7270	-0,058
53,7280	-0,058
53,7290	-0,058
53,7300	-0,058
53,7310	-0,058
53,7320	-0,029
53,7330	-0,029
53,7340	-0,058
53,7350	-0,058
53,7360	-0,058
53,7370	-0,058
53,7380	-0,058
53,7390	-0,058
53,7400	-0,058
53,7410	-0,029
53,7420	-0,029
53,7430	-0,058
53,7440	-0,058
53,7450	-0,058
53,7460	-0,058
53,7470	-0,058
53,7480	-0,058
53,7490	-0,058
53,7500	-0,058
53,7510	-0,058
53,7520	-0,058
53,7530	-0,058
53,7540	-0,058
53,7550	-0,058
53,7560	-0,029
53,7570	-0,058
53,7580	-0,058
53,7590	-0,029
53,7600	-0,058
53,7610	-0,058
53,7620	-0,058
53,7630	-0,058
53,7640	-0,029
53,7650	-0,058
53,7660	-0,029
53,7670	-0,058
53,7680	-0,029
53,7690	-0,058
53,7700	-0,029
53,7710	-0,058
53,7720	-0,029
53,7730	-0,058
53,7740	-0,029
53,7750	-0,058
53,7760	-0,029
53,7770	-0,058
53,7780	-0,029
53,7790	-0,058
53,7800	-0,029
53,7810	-0,058
53,7820	-0,029
53,7830	-0,058
53,7840	-0,029
53,7850	-0,029
53,7860	-0,029
53,7870	-0,029
53,7880	-0,058
53,7890	-0,029
53,7900	-0,029
53,7910	-0,029
53,7920	-0,029
53,7930	-0,029
53,7940	-0,029
53,7950	-0,058
53,7960	-0,029
53,7970	-0,029
53,7980	-0,029
53,7990	-0,029
53,8000	-0,029
53,8010	-0,029
53,8020	-0,029
53,8030	-0,029
53,8040	-0,029
53,8050	-0,029
53,8060	-0,029
53,8070	-0,029
53,8080	-0,029
53,8090	-0,029
53,8100	-0,029
53,8110	-0,029
53,8120	-0,029
53,8130	-0,029
53,8140	-0,029
53,8150	-0,029
53,8160	-0,029
53,8170	-0,029
53,8180	-0,029
53,8190	-0,029
53,8200	-0,029
53,8210	-0,029
53,8220	-0,029
53,8230	-0,029
53,8240	-0,029
53,8250	-0,029
53,8260	-0,029
53,8270	-0,029
53,8280	-0,029
53,8290	-0,029
53,8300	0,000
53,8310	0,000
53,8320	-0,029
53,8330	-0,029
53,8340	-0,029
53,8350	0,000
53,8360	-0,029
53,8370	0,000
53,8380	-0,029
53,8390	-0,029
53,8400	-0,029
53,8410	-0,029
53,8420	0,000
53,8430	-0,029
53,8440	-0,029
53,8450	-0,029
53,8460	-0,029
53,8470	-0,029
53,8480	0,000
53,8490	0,000
53,8500	0,000
53,8510	0,000
53,8520	0,000
53,8530	0,000
53,8540	0,000
53,8550	-0,029
53,8560	0,000
53,8570	0,000
53,8580	-0,029
53,8590	-0,029
53,8600	0,000
53,8610	0,000
53,8620	0,000
53,8630	-0,029
53,8640	0,000
53,8650	0,000
53,8660	0,000
53,8670	0,000
53,8680	0,000
53,8690	0,000
53,8700	0,000
53,8710	0,000
53,8720	0,000
53,8730	0,000
53,8740	0,000
53,8750	0,000
53,8760	0,000
53,8770	0,000
53,8780	0,000
53,8790	0,000
53,8800	0,000
53,8810	0,000
53,8820	0,000
53,8830	0,000
53,8840	0,000
53,8850	0,000
53,8860	0,000
53,8870	0,000
53,8880	0,000
53,8890	0,000
53,8900	0,029
53,8910	0,000
53,8920	0,000
53,8930	0,000
53,8940	0,000
53,8950	0,000
53,8960	0,000
53,8970	0,000
53,8980	0,000
53,8990	0,000
53,9000	0,000
53,9010	0,000
53,9020	0,000
53,9030	0,029
53,9040	0,000
53,9050	0,000
53,9060	0,000
53,9070	0,029
53,9080	0,029
53,9090	0,000
53,9100	0,029
53,9110	0,000
53,9120	0,000
53,9130	0,000
53,9140	0,000
53,9150	0,000
53,9160	0,000
53,9170	0,000
53,9180	0,029
53,9190	0,000
53,9200	0,000
53,9210	0,029
53,9220	0,000
53,9230	0,029
53,9240	0,029
53,9250	0,029
53,9260	0,029
53,9270	0,029
53,9280	0,000
53,9290	0,029
53,9300	0,029
53,9310	0,000
53,9320	0,000
53,9330	0,029
53,9340	0,000
53,9350	0,029
53,9360	0,000
53,9370	0,029
53,9380	0,029
53,9390	0,000
53,9400	0,029
53,9410	0,029
53,9420	0,000
53,9430	0,029
53,9440	0,000
53,9450	0,029
53,9460	0,029
53,9470	0,029
53,9480	0,000
53,9490	0,000
53,9500	0,029
53,9510	0,000
53,9520	0,029
53,9530	0,029
53,9540	0,000
53,9550	0,000
53,9560	0,029
53,9570	0,029
53,9580	0,000
53,9590	0,029
53,9600	0,000
53,9610	0,029
53,9620	0,000
53,9630	0,000
53,9640	0,000
53,9650	0,000
53,9660	0,029
53,9670	0,029
53,9680	0,000
53,9690	0,000
53,9700	0,029
53,9710	0,000
53,9720	0,000
53,9730	0,029
53,9740	0,029
53,9750	0,029
53,9760	0,000
53,9770	0,029
53,9780	0,029
53,9790	0,000
53,9800	0,029
53,9810	0,029
53,9820	0,000
53,9830	0,000
53,9840	0,029
53,9850	0,000
53,9860	0,000
53,9870	0,000
53,9880	0,000
53,9890	0,029
53,9900	0,000
53,9910	0,000
53,9920	0,029
53,9930	0,000
53,9940	0,000
53,9950	0,000
53,9960	0,000
53,9970	0,000
53,9980	0,000
53,9990	0,000
54,0000	0,000
54,0010	0,000
54,0020	0,000
54,0030	0,000
54,0040	0,000
54,0050	0,000
54,0060	0,000
54,0070	0,000
54,0080	0,000
54,0090	0,000
54,0100	0,000
54,0110	0,000
54,0120	0,000
54,0130	0,000
54,0140	0,000
54,0150	0,000
54,0160	0,000
54,0170	0,000
54,0180	0,000
54,0190	0,000
54,0200	0,000
54,0210	0,000
54,0220	0,000
54,0230	-0,029
54,0240	0,000
54,0250	0,000
54,0260	0,000
54,0270	0,000
54,0280	0,000
54,0290	0,000
54,0300	0,000
54,0310	0,000
54,0320	0,000
54,0330	0,000
54,0340	0,000
54,0350	0,000
54,0360	0,000
54,0370	0,000
54,0380	0,000
54,0390	0,000
54,0400	0,000
54,0410	-0,029
54,0420	-0,029
54,0430	-0,029
54,0440	-0,029
54,0450	-0,029
54,0460	-0,029
54,0470	-0,029
54,0480	0,000
54,0490	-0,029
54,0500	-0,029
54,0510	-0,029
54,0520	-0,029
54,0530	0,000
54,0540	0,000
54,0550	-0,029
54,0560	-0,029
54,0570	-0,029
54,0580	-0,029
54,0590	-0,029
54,0600	-0,029
54,0610	-0,029
54,0620	-0,029
54,0630	-0,029
54,0640	-0,029
54,0650	0,000
54,0660	-0,029
54,0670	-0,029
54,0680	-0,029
54,0690	-0,029
54,0700	-0,029
54,0710	-0,029
54,0720	-0,029
54,0730	-0,029
54,0740	-0,029
54,0750	-0,029
54,0760	-0,029
54,0770	-0,029
54,0780	-0,029
54,0790	-0,029
54,0800	-0,058
54,0810	-0,029
54,0820	-0,029
54,0830	-0,029
54,0840	-0,058
54,0850	-0,029
54,0860	-0,029
54,0870	-0,029
54,0880	-0,029
54,0890	-0,029
54,0900	-0,029
54,0910	-0,029
54,0920	-0,029
54,0930	-0,029
54,0940	-0,029
54,0950	-0,058
54,0960	-0,058
54,0970	-0,029
54,0980	-0,029
54,0990	-0,029
54,1000	-0,029
54,1010	-0,029
54,1020	-0,029
54,1030	-0,029
54,1040	-0,029
54,1050	-0,029
54,1060	-0,058
54,1070	-0,058
54,1080	-0,058
54,1090	-0,058
54,1100	-0,058
54,1110	-0,058
54,1120	-0,058
54,1130	-0,058
54,1140	-0,058
54,1150	-0,029
54,1160	-0,058
54,1170	-0,029
54,1180	-0,029
54,1190	-0,058
54,1200	-0,029
54,1210	-0,029
54,1220	-0,029
54,1230	-0,058
54,1240	-0,029
54,1250	-0,058
54,1260	-0,058
54,1270	-0,029
54,1280	-0,058
54,1290	-0,029
54,1300	-0,029
54,1310	-0,058
54,1320	-0,058
54,1330	-0,029
54,1340	-0,058
54,1350	-0,029
54,1360	-0,029
54,1370	-0,058
54,1380	-0,029
54,1390	-0,029
54,1400	-0,029
54,1410	-0,058
54,1420	-0,058
54,1430	-0,029
54,1440	-0,029
54,1450	-0,058
54,1460	-0,058
54,1470	-0,058
54,1480	-0,058
54,1490	-0,058
54,1500	-0,058
54,1510	-0,029
54,1520	-0,058
54,1530	-0,029
54,1540	-0,058
54,1550	-0,058
54,1560	-0,058
54,1570	-0,058
54,1580	-0,058
54,1590	-0,058
54,1600	-0,058
54,1610	-0,058
54,1620	-0,029
54,1630	-0,029
54,1640	-0,029
54,1650	-0,029
54,1660	-0,029
54,1670	-0,058
54,1680	-0,058
54,1690	-0,058
54,1700	-0,058
54,1710	-0,058
54,1720	-0,058
54,1730	-0,058
54,1740	-0,029
54,1750	-0,058
54,1760	-0,029
54,1770	-0,029
54,1780	-0,029
54,1790	-0,058
54,1800	-0,029
54,1810	-0,058
54,1820	-0,029
54,1830	-0,058
54,1840	-0,029
54,1850	-0,029
54,1860	-0,029
54,1870	-0,029
54,1880	-0,058
54,1890	-0,029
54,1900	-0,058
54,1910	-0,029
54,1920	-0,058
54,1930	-0,029
54,1940	-0,029
54,1950	-0,029
54,1960	-0,029
54,1970	-0,029
54,1980	-0,029
54,1990	-0,029
54,2000	-0,029
54,2010	-0,029
54,2020	-0,029
54,2030	-0,029
54,2040	-0,029
54,2050	-0,029
54,2060	-0,029
54,2070	-0,029
54,2080	-0,029
54,2090	-0,029
54,2100	-0,029
54,2110	-0,029
54,2120	-0,029
54,2130	-0,029
54,2140	-0,029
54,2150	-0,029
54,2160	-0,029
54,2170	-0,029
54,2180	-0,029
54,2190	-0,029
54,2200	-0,029
54,2210	-0,029
54,2220	-0,029
54,2230	-0,029
54,2240	-0,029
54,2250	-0,029
54,2260	-0,029
54,2270	-0,029
54,2280	-0,029
54,2290	-0,029
54,2300	-0,029
54,2310	-0,029
54,2320	0,000
54,2330	-0,029
54,2340	-0,029
54,2350	-0,029
54,2360	-0,029
54,2370	-0,029
54,2380	0,000
54,2390	-0,029
54,2400	-0,029
54,2410	-0,029
54,2420	-0,029
54,2430	0,000
54,2440	-0,029
54,2450	0,000
54,2460	0,000
54,2470	-0,029
54,2480	-0,029
54,2490	0,000
54,2500	0,000
54,2510	0,000
54,2520	-0,029
54,2530	-0,029
54,2540	-0,029
54,2550	-0,029
54,2560	0,000
54,2570	-0,029
54,2580	0,000
54,2590	-0,029
54,2600	-0,029
54,2610	-0,029
54,2620	0,000
54,2630	0,000
54,2640	0,000
54,2650	0,000
54,2660	-0,029
54,2670	0,000
54,2680	-0,029
54,2690	0,000
54,2700	0,000
54,2710	0,000
54,2720	-0,029
54,2730	0,000
54,2740	0,000
54,2750	0,000
54,2760	0,000
54,2770	0,000
54,2780	0,000
54,2790	0,000
54,2800	0,000
54,2810	0,000
54,2820	0,000
54,2830	0,000
54,2840	0,000
54,2850	0,000
54,2860	0,000
54,2870	0,000
54,2880	0,000
54,2890	0,000
54,2900	0,000
54,2910	0,000
54,2920	0,000
54,2930	0,000
54,2940	0,000
54,2950	0,000
54,2960	0,000
54,2970	0,000
54,2980	0,000
54,2990	0,000
54,3000	0,000
54,3010	0,000
54,3020	0,000
54,3030	0,000
54,3040	0,000
54,3050	0,000
54,3060	0,000
54,3070	0,000
54,3080	0,000
54,3090	0,000
54,3100	0,000
54,3110	0,029
54,3120	0,000
54,3130	0,000
54,3140	0,029
54,3150	0,000
54,3160	0,000
54,3170	0,000
54,3180	0,000
54,3190	0,000
54,3200	0,000
54,3210	0,000
54,3220	0,000
54,3230	0,000
54,3240	0,000
54,3250	0,000
54,3260	0,000
54,3270	0,029
54,3280	0,000
54,3290	0,000
54,3300	0,000
54,3310	0,000
54,3320	0,029
54,3330	0,029
54,3340	0,000
54,3350	0,000
54,3360	0,029
54,3370	0,000
54,3380	0,000
54,3390	0,029
54,3400	0,029
54,3410	0,000
54,3420	0,029
54,3430	0,029
54,3440	0,000
54,3450	0,000
54,3460	0,029
54,3470	0,000
54,3480	0,029
54,3490	0,029
54,3500	0,029
54,3510	0,000
54,3520	0,000
54,3530	0,000
54,3540	0,029
54,3550	0,000
54,3560	0,000
54,3570	0,000
54,3580	0,000
54,3590	0,000
54,3600	0,000
54,3610	0,000
54,3620	0,029
54,3630	0,000
54,3640	0,000
54,3650	0,000
54,3660	0,029
54,3670	0,000
54,3680	0,000
54,3690	0,000
54,3700	0,029
54,3710	0,000
54,3720	0,029
54,3730	0,000
54,3740	0,029
54,3750	0,000
54,3760	0,029
54,3770	0,000
54,3780	0,029
54,3790	0,000
54,3800	0,029
54,3810	0,029
54,3820	0,029
54,3830	0,000
54,3840	0,000
54,3850	0,000
54,3860	0,000
54,3870	0,029
54,3880	0,029
54,3890	0,000
54,3900	0,000
54,3910	0,000
54,3920	0,000
54,3930	0,029
54,3940	0,029
54,3950	0,000
54,3960	0,000
54,3970	0,000
54,3980	0,000
54,3990	0,000
54,4000	0,000
54,4010	0,029
54,4020	0,000
54,4030	0,000
54,4040	0,000
54,4050	0,000
54,4060	0,000
54,4070	0,000
54,4080	0,000
54,4090	0,000
54,4100	0,000
54,4110	0,000
54,4120	0,000
54,4130	0,000
54,4140	0,000
54,4150	0,000
54,4160	0,000
54,4170	0,000
54,4180	0,000
54,4190	0,000
54,4200	0,000
54,4210	0,000
54,4220	0,000
54,4230	0,000
54,4240	0,000
54,4250	0,000
54,4260	0,000
54,4270	0,000
54,4280	0,000
54,4290	0,000
54,4300	0,000
54,4310	-0,029
54,4320	0,000
54,4330	0,000
54,4340	0,000
54,4350	0,000
54,4360	0,000
54,4370	0,000
54,4380	0,000
54,4390	0,000
54,4400	0,000
54,4410	0,000
54,4420	0,000
54,4430	0,000
54,4440	0,000
54,4450	0,000
54,4460	0,000
54,4470	0,000
54,4480	0,000
54,4490	0,000
54,4500	0,000
54,4510	-0,029
54,4520	0,000
54,4530	0,000
54,4540	0,000
54,4550	0,000
54,4560	0,000
54,4570	-0,029
54,4580	0,000
54,4590	-0,029
54,4600	0,000
54,4610	-0,029
54,4620	0,000
54,4630	0,000
54,4640	-0,029
54,4650	-0,029
54,4660	-0,029
54,4670	-0,029
54,4680	-0,029
54,4690	-0,029
54,4700	-0,029
54,4710	-0,029
54,4720	-0,029
54,4730	-0,029
54,4740	-0,029
54,4750	-0,029
54,4760	-0,029
54,4770	-0,029
54,4780	-0,029
54,4790	-0,029
54,4800	-0,029
54,4810	-0,029
54,4820	-0,029
54,4830	-0,029
54,4840	-0,029
54,4850	-0,029
54,4860	-0,029
54,4870	-0,029
54,4880	0,000
54,4890	-0,029
54,4900	-0,029
54,4910	-0,029
54,4920	-0,029
54,4930	-0,029
54,4940	-0,029
54,4950	-0,029
54,4960	-0,029
54,4970	-0,029
54,4980	-0,029
54,4990	-0,029
54,5000	-0,029
54,5010	-0,029
54,5020	-0,029
54,5030	-0,029
54,5040	-0,029
54,5050	-0,029
54,5060	-0,058
54,5070	-0,029
54,5080	-0,029
54,5090	-0,029
54,5100	-0,029
54,5110	-0,029
54,5120	-0,058
54,5130	-0,029
54,5140	-0,029
54,5150	-0,029
54,5160	-0,029
54,5170	-0,029
54,5180	-0,029
54,5190	-0,029
54,5200	-0,058
54,5210	-0,029
54,5220	-0,029
54,5230	-0,058
54,5240	-0,029
54,5250	-0,058
54,5260	-0,029
54,5270	-0,058
54,5280	-0,058
54,5290	-0,029
54,5300	-0,058
54,5310	-0,029
54,5320	-0,058
54,5330	-0,058
54,5340	-0,029
54,5350	-0,058
54,5360	-0,058
54,5370	-0,058
54,5380	-0,058
54,5390	-0,029
54,5400	-0,058
54,5410	-0,058
54,5420	-0,058
54,5430	-0,029
54,5440	-0,029
54,5450	-0,029
54,5460	-0,058
54,5470	-0,029
54,5480	-0,029
54,5490	-0,029
54,5500	-0,029
54,5510	-0,029
54,5520	-0,029
54,5530	-0,058
54,5540	-0,058
54,5550	-0,058
54,5560	-0,058
54,5570	-0,029
54,5580	-0,029
54,5590	-0,029
54,5600	-0,058
54,5610	-0,029
54,5620	-0,058
54,5630	-0,058
54,5640	-0,029
54,5650	-0,058
54,5660	-0,058
54,5670	-0,058
54,5680	-0,058
54,5690	-0,058
54,5700	-0,029
54,5710	-0,058
54,5720	-0,058
54,5730	-0,058
54,5740	-0,058
54,5750	-0,058
54,5760	-0,058
54,5770	-0,058
54,5780	-0,058
54,5790	-0,029
54,5800	-0,058
54,5810	-0,058
54,5820	-0,029
54,5830	-0,058
54,5840	-0,058
54,5850	-0,058
54,5860	-0,029
54,5870	-0,029
54,5880	-0,058
54,5890	-0,029
54,5900	-0,058
54,5910	-0,058
54,5920	-0,029
54,5930	-0,058
54,5940	-0,029
54,5950	-0,058
54,5960	-0,029
54,5970	-0,058
54,5980	-0,029
54,5990	-0,029
54,6000	-0,029
54,6010	-0,029
54,6020	-0,058
54,6030	-0,058
54,6040	-0,058
54,6050	-0,058
54,6060	-0,029
54,6070	-0,029
54,6080	-0,029
54,6090	-0,058
54,6100	-0,058
54,6110	-0,058
54,6120	-0,029
54,6130	-0,029
54,6140	-0,029
54,6150	-0,029
54,6160	-0,029
54,6170	-0,029
54,6180	-0,029
54,6190	-0,029
54,6200	-0,029
54,6210	-0,029
54,6220	-0,029
54,6230	-0,029
54,6240	-0,029
54,6250	-0,029
54,6260	-0,029
54,6270	-0,029
54,6280	-0,058
54,6290	-0,029
54,6300	-0,029
54,6310	-0,029
54,6320	-0,058
54,6330	-0,029
54,6340	-0,029
54,6350	-0,029
54,6360	-0,029
54,6370	-0,029
54,6380	-0,029
54,6390	-0,029
54,6400	-0,029
54,6410	-0,029
54,6420	-0,029
54,6430	-0,029
54,6440	-0,029
54,6450	-0,029
54,6460	-0,029
54,6470	-0,029
54,6480	-0,029
54,6490	-0,029
54,6500	-0,029
54,6510	-0,029
54,6520	-0,029
54,6530	-0,029
54,6540	-0,029
54,6550	0,000
54,6560	-0,029
54,6570	-0,029
54,6580	-0,029
54,6590	-0,029
54,6600	-0,029
54,6610	-0,029
54,6620	-0,029
54,6630	-0,029
54,6640	-0,029
54,6650	-0,029
54,6660	0,000
54,6670	-0,029
54,6680	0,000
54,6690	0,000
54,6700	0,000
54,6710	0,000
54,6720	0,000
54,6730	-0,029
